path,label,label_id,shape_area,shape_perimeter,shape_circularity,shape_aspect_ratio,shape_extent,shape_solidity,shape_equiv_diameter,shape_irregularity
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/c13a16d9-d079-4fb5-8316-dcc589a88cf0___Com.G_TgS_FL 9930.JPG,Tomato__Target_Spot,11,21538.0,678.75946,0.58746696,0.7511521,0.60891694,0.8901655,165.59901,1.3046929
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/c6808045-0714-4089-a8b7-df76d9583c4e___JR_HL 5875.JPG,Pepper__bell___healthy,1,27953.0,802.0732,0.54602224,1.0185186,0.5882365,0.91876614,188.65541,1.3533024
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/edec546b-3d6b-40e1-a11e-fb03a34cad5a___GHLB2 Leaf 8613.JPG,Tomato_Late_blight,7,12982.0,832.6417,0.23530717,0.65957445,0.35640356,0.5191969,128.56592,2.0614955
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/3fc5146d-71b5-4764-8a78-481e098e661e___Matt.S_CG 2752.JPG,Tomato_Septoria_leaf_spot,9,31162.5,999.71277,0.39182457,0.8979592,0.57815397,0.8441576,199.19168,1.5975488
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/43fb5703-5a76-47cf-b027-42a9bd601401___JR_B.Spot 9033.JPG,Pepper__bell___Bacterial_spot,0,33403.5,857.2275,0.5712282,0.9516129,0.5707268,0.87619185,206.22963,1.3231076
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/cc4dfd3c-fca5-43ce-8532-dc78020d9f62___Crnl_L.Mold 9156.JPG,Tomato_Leaf_Mold,8,25040.0,791.8133,0.50187856,0.88596493,0.543686,0.85766643,178.55508,1.4115644
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/0aa1c431-682b-4a6e-af5f-2a7081ea2e97___GCREC_Bact.Sp 3622.JPG,Tomato_Bacterial_spot,5,31457.5,931.77167,0.4553183,0.90163934,0.586019,0.855707,200.1323,1.4819803
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/891189aa-f345-470c-91ad-509bae4bf611___GCREC_Bact.Sp 3277.JPG,Tomato_Bacterial_spot,5,29394.0,900.09753,0.4559208,0.9460581,0.53494215,0.8446916,193.45699,1.4810008
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/d34ab0c8-700c-4c3d-8d30-7b52ea715bc7___GCREC_Bact.Sp 6122.JPG,Tomato_Bacterial_spot,5,35779.5,883.0853,0.5765524,0.9140625,0.5972806,0.92126167,213.43822,1.3169843
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/c357e247-bde0-446e-9c88-d1c860b8416a___Com.G_TgS_FL 8114.JPG,Tomato__Target_Spot,11,32001.0,916.6417,0.47860166,0.96666664,0.5747306,0.8864297,201.85376,1.4454827
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/25f7a39f-7fef-4f5d-af4f-cf21934f516a___JR_Sept.L.S 2493.JPG,Tomato_Septoria_leaf_spot,9,9973.0,524.1909,0.45609647,0.9266667,0.47832134,0.820992,112.685486,1.4807155
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/21dc5583-337e-4f14-9e93-ec084c464849___Crnl_L.Mold 6517.JPG,Tomato_Leaf_Mold,8,21764.5,778.3402,0.4514604,1.1919192,0.46576998,0.8824758,166.46748,1.4882989
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/f83c5c25-a744-4f98-b2b3-1c1138759929___Matt.S_CG 0808.JPG,Tomato_Septoria_leaf_spot,9,34232.0,967.6955,0.45937216,0.9734513,0.6884956,0.8780475,208.7715,1.4754268
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Early_blight/c5a12e34-99ea-443e-a67e-3f2651508773___RS_Early.B 7647.JPG,Potato___Early_blight,2,37587.0,1107.5533,0.38505095,1.0756303,0.6169085,0.8847851,218.76302,1.6115394
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/34986eb3-fe72-473a-8614-450a85f20c2c___UF.GRC_YLCV_Lab 03072.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,24355.0,973.73,0.3227906,0.8933333,0.5385296,0.71796006,176.09586,1.760109
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/5299ecc5-d10f-4d27-a4ef-2f418d9e23dc___Com.G_TgS_FL 9973.JPG,Tomato__Target_Spot,11,31209.0,796.2985,0.6184974,0.9954955,0.63611346,0.9224835,199.34024,1.271543
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/caf4e799-6574-4eb6-81df-edd5d256fd45___RS_Erly.B 7536.JPG,Tomato_Early_blight,6,21030.5,900.7422,0.3257305,1.3176471,0.55227154,0.7238044,163.63638,1.7521479
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/55e59b7b-9166-417c-a8b3-008edc10813a___YLCV_GCREC 2747.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,29283.0,824.7838,0.5409351,0.8977778,0.64429045,0.88224393,193.09135,1.359651
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/46ae5fef-ca7d-4f8d-86dc-7906bfcbde9f___RS_Late.B 5092.JPG,Tomato_Late_blight,7,10203.0,958.09753,0.13967487,0.98706895,0.19204563,0.36484239,113.97747,2.6757212
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/8b84f872-8128-48a9-8e86-b166294a67f4___JR_HL 7760.JPG,Pepper__bell___healthy,1,35212.0,812.38184,0.67047125,0.891129,0.64246094,0.95279586,211.73878,1.221265
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/365b9977-fab1-4a4b-9807-605151f9db3e___JR_HL 7766.JPG,Pepper__bell___healthy,1,36278.5,834.62445,0.6544508,0.921875,0.60047835,0.9271038,214.92143,1.2361225
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/8d1daa35-ff4d-4c3d-80b5-511a8034750a___GCREC_Bact.Sp 3289.JPG,Tomato_Bacterial_spot,5,31368.0,884.4407,0.5039173,0.9196787,0.55011314,0.87082535,199.84738,1.408706
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/78c90a7a-a37f-44fa-bc11-38c1823a7af1___GCREC_Bact.Sp 6145.JPG,Tomato_Bacterial_spot,5,34820.5,940.0559,0.4951508,0.9480519,0.6883018,0.8906752,210.5584,1.4211216
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/c98a5cd6-2b63-4896-ba56-6fae9336545e___Com.G_SpM_FL 9533.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,21766.5,656.3747,0.63488466,0.83168316,0.6413985,0.91461647,166.47513,1.2550256
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/39825f36-f9bd-4251-98ed-bd718519eaf3___YLCV_GCREC 5440.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,26054.5,1007.4529,0.3225842,0.87288135,0.5359244,0.77953804,182.13626,1.760672
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/0fd882fa-471d-4bcc-ab2b-efdfaf904bc3___GHLB2 Leaf 8915.JPG,Tomato_Late_blight,7,9930.5,597.26196,0.34982532,0.5494506,0.5456319,0.8038938,112.44512,1.6907305
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/10614d60-3077-4bdf-9771-53e8be8add9e___JR_HL 8302.JPG,Pepper__bell___healthy,1,38317.5,855.4529,0.65798324,0.96875,0.6035392,0.94356,220.8786,1.2327999
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/56aea38d-2fda-4328-9b47-c185a72fc73f___Matt.S_CG 7755.JPG,Tomato_Septoria_leaf_spot,9,27319.5,833.77167,0.4938424,1.0269058,0.5349737,0.86745095,186.5054,1.423003
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/76e97009-e97c-4a2d-9a09-d4c3b4d7359c___UF.GRC_YLCV_Lab 09438.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,29439.5,758.19806,0.64353913,0.78902954,0.6642636,0.91872114,193.60666,1.2465581
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/e1717b59-e445-4a57-b4c7-5c85772c90a4___Com.G_SpM_FL 9535.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,24949.0,678.75946,0.68050486,0.7767442,0.6948614,0.940159,178.23033,1.2122282
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/9635519a-297b-4635-94fe-7fc2fbf21705___YLCV_GCREC 2576.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,29974.0,769.9554,0.6353652,0.8333333,0.6568924,0.94812423,195.3563,1.2545509
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/ef55e589-0ad8-4602-be35-e0ee6aa33b8a___GH_HL Leaf 300.JPG,Tomato_healthy,14,27495.5,725.2864,0.65682924,0.83111113,0.6534878,0.93398213,187.10521,1.2338824
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/b72ec90d-3d41-4fac-a96e-5e532de87d9c___JR_HL 8120.JPG,Pepper__bell___healthy,1,35487.0,838.4407,0.63435805,0.95951414,0.60621125,0.91867405,212.564,1.2555465
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/3a03526d-0bf4-4898-9f0f-8a9c31afd3eb___JR_B.Spot 3380.JPG,Pepper__bell___Bacterial_spot,0,26691.5,1106.992,0.27371204,1.032258,0.42041802,0.7104472,184.34932,1.9114065
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/308ad744-31f1-44f4-951a-885726b01ba0___GCREC_Bact.Sp 5628.JPG,Tomato_Bacterial_spot,5,29851.5,854.7422,0.51345897,0.8292683,0.594841,0.87812734,194.95668,1.3955556
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/a67418bb-f556-4b1d-ac63-839c4ea89b43___RS_Late.B 6914.JPG,Tomato_Late_blight,7,13636.0,919.12695,0.20283636,1.1752577,0.3082836,0.5858395,131.76454,2.2203789
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/c977dd39-0fe7-4370-a7db-58c62b386f22___GCREC_Bact.Sp 6089.JPG,Tomato_Bacterial_spot,5,21682.0,747.931,0.4870641,0.9607843,0.5422669,0.855677,166.15167,1.4328705
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/1181b18f-8d1d-4ba1-9fba-dfe397c585ac___NREC_B.Spot 1846.JPG,Pepper__bell___Bacterial_spot,0,29810.0,853.47015,0.5142747,0.8145161,0.5950575,0.8905153,194.82112,1.3944483
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/4bc43590-d621-42f1-af1f-dcd3038feb68___UF.GRC_YLCV_Lab 02799.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,37687.0,973.1615,0.5000709,1.0163934,0.6228021,0.84372306,219.05383,1.4141133
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/d43a87b6-6745-4f6a-a1fb-1dec046089a2___UF.GRC_BS_Lab Leaf 0236.JPG,Tomato_Bacterial_spot,5,15979.5,616.9777,0.52751416,0.5990099,0.6537722,0.9150228,142.63846,1.3768383
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/c60ad129-c83a-4466-94c1-240b78bd5d12___Matt.S_CG 6500.JPG,Tomato_Septoria_leaf_spot,9,28609.0,1003.4945,0.35701177,0.9760956,0.4652248,0.8454821,190.85626,1.6736273
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/0db2da38-8650-461a-a785-814cc442f44d___Com.G_SpM_FL 1378.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,21270.0,710.0143,0.53020424,0.7614679,0.5877639,0.8878222,164.5655,1.3733411
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/de2e16e8-b372-4d2e-ab3b-30b21c30faa7___GHLB_PS Leaf 1.5 Day 18.jpg,Tomato_Late_blight,7,26524.5,829.2275,0.48474094,0.8025751,0.608765,0.8741987,183.77171,1.4362999
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/41c22793-8ecf-4092-bd42-894271441cd0___UF.GRC_BS_Lab Leaf 0665.JPG,Tomato_Bacterial_spot,5,19792.5,818.0904,0.37162757,0.6624473,0.53192776,0.7982134,158.74695,1.640386
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/cf155207-09bc-454e-a31b-0d469c9bb3d7___GCREC_Bact.Sp 2989.JPG,Tomato_Bacterial_spot,5,32328.5,898.82544,0.5028572,0.902834,0.5869265,0.8990003,202.88402,1.4101901
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/6080e4bb-3213-4074-8012-324bdfbc6583___YLCV_NREC 2469.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,21414.5,794.3402,0.42648596,0.9086758,0.49137238,0.81681734,165.12355,1.5312554
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/16f3a461-aafc-49e9-8973-39a52190985a___RS_HL 9803.JPG,Tomato_healthy,14,29207.5,841.8549,0.51788074,0.93162394,0.5725614,0.90401906,192.84227,1.389585
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/5e10503d-8b4e-4215-9128-b92b48fce53d___RS_Erly.B 7559.JPG,Tomato_Early_blight,6,25844.0,766.0732,0.5533872,0.88687783,0.5966387,0.86835563,181.39902,1.3442668
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/5c2ec1a6-59dc-444d-9f75-b4717229743f___Com.G_TgS_FL 7906.JPG,Tomato__Target_Spot,11,22979.5,668.94324,0.6453153,0.8130841,0.6171313,0.9384751,171.05089,1.2448415
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Late_blight/fe4bbe61-ddd7-464f-8aa6-e292b8686c70___RS_LB 2902.JPG,Potato___Late_blight,3,18498.0,754.0732,0.40879697,1.3248408,0.5664503,0.72199994,153.46786,1.5640339
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/e5de9377-3690-48c0-aa3b-45592b342fbe___Com.G_SpM_FL 1241.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,16126.5,604.71783,0.55417186,0.6226415,0.5762757,0.907717,143.29305,1.3433148
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/862bb14b-87a7-4829-9f77-fefe41aae0b6___UF.GRC_YLCV_Lab 03385.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,32941.5,794.9188,0.6551001,0.9769585,0.7160573,0.9249333,204.7985,1.2355098
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/efd35611-5d21-4479-b279-00cfa75e8042___Com.G_SpM_FL 8429.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,29814.0,812.0732,0.56811965,0.83682007,0.62372386,0.91374105,194.8342,1.3267225
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Late_blight/02c8ff21-4e0a-4326-ba8f-089e5cb45b74___RS_LB 4089.JPG,Potato___Late_blight,3,26887.5,687.77167,0.7142854,0.84976524,0.69741654,0.96231276,185.02493,1.1832162
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/3a5a5fef-8a3a-4f70-ab85-eaf5e3ecf6f2___GCREC_Bact.Sp 3449.JPG,Tomato_Bacterial_spot,5,31108.0,863.9798,0.5236906,0.87649405,0.5633466,0.8754802,199.01743,1.3818554
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/71967e69-6356-49c1-81ce-624792b4d964___GH_HL Leaf 315.1.JPG,Tomato_healthy,14,23631.5,715.3452,0.580323,0.75663716,0.6114863,0.91787076,173.46054,1.3126988
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/1d3441cd-0da1-4fc0-858a-e9687a104a10___UF.GRC_YLCV_Lab 09333.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,26521.0,1015.47015,0.3231956,0.9314516,0.46294162,0.72970146,183.75958,1.7590058
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/27ebdaaa-b432-4d4a-b404-a04e58a46f44___GCREC_Bact.Sp 6025.JPG,Tomato_Bacterial_spot,5,28693.0,761.7544,0.621378,0.8978723,0.5786629,0.916197,191.13625,1.2685922
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/808b6996-655a-44e8-a730-7ca4c2f0df75___YLCV_NREC 0085.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,21631.0,616.0732,0.7161795,0.88461536,0.738209,0.9521106,165.95615,1.1816505
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/7933a69e-7e62-47c4-8c92-08e12752402d___YLCV_GCREC 2092.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,34230.0,800.4407,0.6713646,1.0528635,0.63093287,0.9483308,208.7654,1.2204522
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/7ea16123-ec12-4fb9-bade-78167943ffe3___YLCV_NREC 0066.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,20088.5,664.8011,0.57118124,0.8269231,0.5615077,0.8588683,159.92958,1.3231621
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/6bb03663-2989-4c0b-8aba-bedc9e3430eb___JR_Sept.L.S 2607.JPG,Tomato_Septoria_leaf_spot,9,21077.0,767.73,0.44936746,0.64166665,0.5702652,0.8531126,163.81718,1.4917607
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/aac3fb74-6413-4f4b-ba38-82fe0f2f135d___Crnl_L.Mold 8942.JPG,Tomato_Leaf_Mold,8,31559.0,975.35236,0.416879,0.90625,0.53136784,0.83106863,200.4549,1.5487988
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/7ba402d0-65f1-4baf-b3b1-c32700159770___JR_HL 8118.JPG,Pepper__bell___healthy,1,33721.5,797.8549,0.66568524,0.87398374,0.637578,0.9463692,207.20894,1.2256473
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/e214cad9-04f5-46ec-95fe-a6388a207350___Com.G_SpM_FL 9013.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,16428.5,848.88434,0.28649083,0.92753625,0.413358,0.74313563,144.62854,1.8682915
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/9a99ec55-8f08-425c-b3c5-e0d0b6636ef5___Com.G_SpM_FL 1776.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,26883.0,759.87213,0.5850683,0.96313363,0.5927502,0.90882355,185.00946,1.3073646
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/4780f75c-a79a-47e6-89a0-7ecb5d18876e___RS_Late.B 5499.JPG,Tomato_Late_blight,7,7965.5,441.0366,0.5146046,1.254902,0.61010265,0.8365804,100.70744,1.3940012
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/52c38d27-ff5d-4eb0-83a4-4dea0a7bc51b___GHLB2 Leaf 73.JPG,Tomato_Late_blight,7,21709.5,735.5706,0.5042094,0.8873874,0.4963987,0.9025506,166.257,1.4082979
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/6d8ac946-606e-4ded-9056-42497e456e8e___YLCV_GCREC 2331.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,25115.5,715.77167,0.6160312,0.88584477,0.59114766,0.8914741,178.82407,1.2740856
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/7ac8f021-febf-4acb-ad43-841019e70504___UF.GRC_YLCV_Lab 03194.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,37102.0,897.7056,0.57854784,0.83203125,0.68042105,0.92214394,217.34703,1.3147112
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/7e1c0193-800e-47d0-9dd4-0a3b2b72a99a___UF.GRC_YLCV_Lab 01376.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,32739.5,1127.0609,0.32388222,1.0,0.49956512,0.7724404,204.1696,1.7571404
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/6dd16dab-9245-4a57-8a54-cf3694fe5918___YLCV_GCREC 2689.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,30710.0,789.328,0.619405,0.83196723,0.6200032,0.90362066,197.7402,1.2706112
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/8a8d7913-3fcc-4b7c-834f-a27f74139896___Com.G_SpM_FL 8760.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,25230.5,802.88434,0.49184668,0.82730925,0.49188015,0.8643098,179.233,1.4258871
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/14b33831-3899-46b9-b987-8654111ecf84___Com.G_TgS_FL 1115.JPG,Tomato__Target_Spot,11,31291.5,833.3696,0.56618834,0.92436975,0.5976222,0.90659267,199.60355,1.3289833
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/148e32de-8876-45d9-92c5-43c17d7292fa___RS_HL 0189.JPG,Tomato_healthy,14,29327.5,873.2275,0.4833148,0.81632656,0.5985204,0.8783713,193.23802,1.4384174
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/83ecce4f-12d0-4d5a-8c65-8f0b2b24de73___GCREC_Bact.Sp 3259.JPG,Tomato_Bacterial_spot,5,32729.5,888.5412,0.5209477,0.89830506,0.65417135,0.89871764,204.13841,1.3854886
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/82962452-4142-4424-98a5-390d662b145b___Matt.S_CG 7527.JPG,Tomato_Septoria_leaf_spot,9,30801.0,1055.2692,0.34757477,0.9079498,0.5938916,0.8250894,198.03296,1.6961954
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/0bfc96b3-56ba-4ba4-804a-fc2ba59e0c6a___UF.GRC_YLCV_Lab 03202.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,38733.5,871.8894,0.64028573,0.91322315,0.72423434,0.94038457,222.07437,1.249721
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/4b0ff251-1da4-4f9c-bf92-46441043c6cf___Keller.St_CG 1951.JPG,Tomato_Septoria_leaf_spot,9,21764.0,760.9016,0.4723801,0.7387387,0.5977807,0.85262084,166.46556,1.4549705
